stock,invested_amount,days,percentage_change,risk
17,9755.46,123,0.13227,4
11,2442.34,110,-0.08626,4
11,3069.73,43,0.33232,5
7,7708.73,141,0.40333,5
1,2111.49,103,0.38272,5
16,3051.74,172,0.22734,5
11,9723.15,5,0.16332,5
11,7606.82,26,0.08827,4
3,2990.9,126,-0.24499,5
13,2414.15,5,-0.0159,2
13,7464.85,148,-0.40478,5
1,9971.73,177,0.46327,5
10,2994.55,123,-0.63067,5
7,8766.79,120,0.79988,5
11,8167.4,33,0.29064,5
2,2658.43,10,-0.02382,2
18,7814.28,157,0.08698,4
19,712.24,41,0.13236,4
17,7273.29,30,0.135,4
6,4395.2,26,-0.10976,4
20,1636.82,21,0.15062,5
16,9198.94,90,0.05593,3
9,6596.52,33,-0.25459,5
9,4511.97,138,-0.58238,5
2,3951.46,6,0.04451,3
14,5863.0,38,-0.10306,4
6,3060.05,81,0.28747,5
8,4596.17,80,-0.0361,3
19,6964.92,56,0.07119,4
11,2077.94,93,-0.09961,4
3,6551.98,71,0.02703,2
3,9586.78,135,0.33993,5
14,6554.74,162,0.41116,5
7,7292.36,22,0.46306,5
3,9673.27,146,0.42257,5
16,6643.25,138,0.03783,3
19,9595.22,117,0.00438,1
17,9723.43,117,0.18543,5
7,5335.21,36,0.29284,5
4,9028.31,131,0.25844,5
9,6682.58,161,0.71485,5
14,6614.08,98,0.10519,4
1,5314.23,30,0.02304,2
2,3094.41,37,0.0539,3
18,8293.76,162,0.21882,5
17,8094.84,83,0.17095,5
17,7726.82,70,0.13334,4
6,9275.98,173,-0.44169,5
14,7924.7,105,0.14904,4
3,2288.79,168,0.52984,5
18,9491.73,42,0.02979,2
15,4034.43,179,-0.12299,4
6,582.14,45,-0.04082,3
2,1501.78,131,0.19594,5
20,3445.76,85,0.02502,2
11,2880.07,18,0.00859,1
19,4283.43,142,0.1235,4
20,4235.39,11,0.06023,3
16,3699.49,36,0.06394,3
2,4478.73,41,-0.16459,5
16,5687.79,125,-0.07103,4
6,2748.25,136,-0.39993,5
10,2418.31,112,-0.20323,5
15,2493.53,155,0.20179,5
14,2010.33,167,-0.06372,3
1,5316.98,99,0.25723,5
12,6064.75,47,0.02958,2
16,9383.8,89,0.07257,4
13,4988.95,172,0.04411,3
1,9911.14,21,0.02425,2
7,7031.85,82,-0.07425,4
3,8940.23,151,0.05616,3
7,8700.56,133,0.84005,5
2,6264.76,135,-0.14607,4
15,6500.01,104,0.25418,5
16,3703.58,28,-0.07624,4
8,7458.65,84,-0.18167,5
12,6593.91,33,0.17546,5
9,2483.78,95,0.12037,4
1,1417.45,61,0.0111,2
13,5233.7,177,0.04755,3
14,4488.73,136,0.0307,3
19,7942.59,97,-0.13161,4
6,7479.88,84,-0.00244,1
4,7899.06,70,0.0278,2
3,4350.53,47,-0.0625,3
14,8916.34,22,0.15205,5
19,9535.09,40,0.16557,5
12,9734.68,109,-0.23998,5
8,9032.05,59,-0.03326,3
13,3406.27,38,-0.00676,1
12,6203.09,179,0.41612,5
18,2904.37,58,-0.05636,3
8,2469.45,147,0.29836,5
17,2261.43,131,0.14957,4
9,3354.16,122,0.12721,4
3,7202.13,67,0.22156,5
19,5976.3,100,0.52327,5
6,6559.97,81,0.4711,5
9,857.69,112,0.4039,5
5,2095.84,102,-0.5446,5
8,7861.73,102,-0.01557,2
10,8979.46,13,-0.08122,4
14,6820.93,154,0.07172,4
17,6738.48,129,-0.02229,2
9,8166.05,11,0.03879,3
4,5117.51,5,0.03329,3
6,1872.11,121,0.25806,5
18,7684.79,169,0.11576,4
4,1999.5,66,-0.06736,3
3,5211.54,105,0.3654,5
11,7134.77,114,0.29501,5
7,4691.16,109,-0.27096,5
14,1170.63,15,0.04468,3
4,3589.39,164,-0.35307,5
15,8752.8,69,-0.05422,3
15,4854.61,46,0.08913,4
8,5239.22,85,0.02227,2
18,7126.36,22,0.00834,1
7,1124.85,167,0.73018,5
18,1731.44,170,0.28633,5
5,1845.11,109,0.50037,5
17,6588.17,149,0.09305,4
8,5925.39,122,-0.0465,3
9,9749.79,30,-0.17831,5
12,6485.98,109,0.07319,4
6,7421.92,33,0.42794,5
16,564.42,177,0.537,5
3,6569.79,179,0.39226,5
7,5602.81,96,0.11764,4
10,4773.41,175,-0.48804,5
1,7911.18,71,0.16496,5
8,4375.25,172,0.32575,5
5,3881.39,69,-0.56984,5
13,3273.1,71,0.21849,5
5,4583.06,160,0.48379,5
12,7413.61,67,0.00982,1
13,8996.65,11,-0.092,4
14,3915.91,142,0.08198,4
16,8841.14,166,-0.00092,1
1,653.54,9,0.06396,3
16,7485.02,108,-0.10171,4
4,3280.74,19,-0.26342,5
2,3096.36,99,0.30302,5
1,8203.03,174,0.46922,5
12,9097.96,48,0.42373,5
9,8028.19,34,0.07051,4
2,588.6,84,0.32457,5
3,5518.48,75,-0.08294,4
16,795.01,18,0.05749,3
12,4741.68,174,0.13445,4
16,4154.39,68,0.15355,5
18,7934.12,114,0.05159,3
8,1773.38,43,0.03548,3
11,519.7,80,0.09736,4
16,2671.52,146,-0.02895,2
12,7049.32,113,0.41419,5
16,6973.59,68,0.19881,5
7,4233.01,116,0.23041,5
4,1527.11,17,-0.00339,1
11,1312.22,127,0.51698,5
5,8568.03,65,-0.55063,5
6,6043.9,139,0.1259,4
15,2875.13,175,0.17447,5
14,2824.86,107,-0.01764,2
18,7670.25,138,0.21773,5
17,9846.4,83,0.01607,2
11,3659.94,151,0.63885,5
2,6645.37,10,0.02856,2
20,866.49,106,-0.17541,5
13,2932.64,106,-0.43489,5
4,908.4,124,0.44998,5
17,9494.57,171,0.21611,5
15,4621.12,131,0.2822,5
6,3520.41,127,0.18085,5
13,9736.52,172,0.2889,5
15,9452.13,173,0.36935,5
18,5797.24,19,-0.00365,1
2,5759.33,103,0.09302,4
14,1340.92,175,0.08392,4
2,1445.47,99,-0.05638,3
7,6865.63,105,0.08292,4
10,9399.39,45,-0.53107,5
17,8923.4,119,-0.08942,4
4,7768.4,130,0.43315,5
17,976.11,15,0.01302,2
20,2649.01,45,0.13781,4
15,855.02,5,0.01197,2
5,9965.89,25,0.06319,3
1,8413.82,175,0.71931,5
5,8070.58,22,-0.37064,5
15,884.48,21,0.05527,3
3,3526.77,63,-0.30235,5
4,4621.82,166,0.01722,2
2,4403.11,91,0.06805,3
11,1347.83,95,-0.0358,3
9,8053.73,55,0.12875,4
1,2672.21,80,-0.03169,3
15,2991.43,75,0.15645,5
20,6147.31,156,0.00556,1
6,1956.38,95,-0.09127,4
20,8690.79,33,0.08093,4
17,8897.82,79,0.05344,3
13,7875.54,126,-0.05397,3
19,4759.8,74,0.10719,4
4,3946.79,90,0.08176,4
2,5702.53,33,0.13831,4
10,4653.35,47,-0.24074,5
5,5948.51,110,-0.00054,1
13,6333.61,24,-0.0456,3
20,8419.69,92,0.16712,5
3,937.09,154,0.52657,5
6,6445.65,164,-0.03446,3
19,9602.9,82,0.18684,5
17,6695.35,139,0.15559,5
1,6023.78,13,-0.02848,2
8,7831.33,29,0.0991,4
17,8405.56,168,0.04746,3
20,2549.91,6,0.01462,2
3,6865.72,141,-0.1201,4
6,1225.85,149,1.03505,5
6,6663.95,114,0.02884,2
3,2597.48,53,0.06945,3
17,5463.8,138,0.26143,5
14,7601.56,13,-0.02051,2
14,8846.81,29,-0.04527,3
19,4489.43,150,-0.33153,5
2,2435.55,116,-0.03969,3
11,9611.45,51,0.33798,5
18,9165.33,97,0.06216,3
14,5800.52,7,0.06618,3
8,3782.32,170,0.0738,4
15,1168.62,104,0.11288,4
16,3539.25,25,0.03397,3
14,9069.54,106,0.10472,4
6,670.31,40,0.20794,5
11,2843.1,133,0.26999,5
2,6630.37,89,0.02039,2
3,4873.99,77,0.22381,5
13,2167.07,157,-0.64791,5
4,6623.94,61,-0.12344,4
5,2657.72,35,0.43207,5
7,5155.25,158,1.40224,5
15,2022.74,10,-0.00309,1
11,788.76,95,0.3757,5
6,6457.02,129,0.93729,5
20,7504.7,168,0.66875,5
17,9817.0,151,0.16798,5
11,6208.4,31,-0.1936,5
18,8700.75,24,-0.0249,2
18,1635.32,55,0.14944,4
6,3814.06,5,-0.00623,1
4,6750.66,5,0.03798,3
16,675.49,16,0.08668,4
10,8249.62,169,-0.44039,5
20,9113.11,180,-0.29777,5
9,3657.18,163,-0.21199,5
5,1062.47,34,0.45536,5
19,2219.82,106,-0.13831,4
18,9315.03,136,0.10327,4
3,4320.18,124,0.54943,5
10,7323.51,101,0.51227,5
2,7139.5,24,0.11657,4
1,3411.43,154,-0.38312,5
17,3129.4,121,0.06987,3
16,2456.85,17,-0.02755,2
9,1768.35,8,0.06863,3
5,998.52,46,-0.38903,5
17,1707.17,138,0.05762,3
12,9694.4,160,0.6723,5
7,4221.1,80,-0.38119,5
6,7408.96,160,0.44999,5
3,5196.53,29,0.27732,5
18,2700.16,121,0.2596,5
11,563.66,154,-0.05794,3
17,7450.98,26,-0.01804,2
14,887.84,92,0.0452,3
15,1166.2,101,0.17873,5
10,7056.7,125,-0.4538,5
8,6916.72,170,0.06116,3
15,1801.01,66,0.03034,3
11,5888.55,13,0.08441,4
9,4938.66,104,-0.23316,5
3,2404.72,39,-0.09616,4
3,7223.06,172,0.31529,5
4,8992.0,176,0.45597,5
6,8115.08,41,0.53667,5
1,1456.18,61,-0.19904,5
9,6503.95,142,-0.34781,5
16,7569.94,126,0.10318,4
20,9823.34,107,0.29639,5
18,578.99,158,0.11552,4
19,4261.82,99,0.44017,5
5,7222.56,16,-0.2083,5
17,1536.39,170,0.33251,5
8,2521.6,76,-0.04066,3
4,2317.17,165,0.23716,5
4,5765.54,122,-0.13889,4
12,6093.29,95,-0.27402,5
9,1282.24,99,-0.16734,5
15,4554.29,166,0.35415,5
3,5474.69,109,0.03062,3
20,3471.71,154,-0.04125,3
13,6550.73,12,-0.19748,5
20,9906.28,37,-0.0661,3
11,8138.36,37,0.00198,1
4,4582.55,89,-0.01016,2
14,6337.95,119,-0.13973,4
18,1401.44,148,0.23574,5
14,8754.28,26,0.01555,2
1,9027.66,134,0.37858,5
15,5365.02,12,-0.01157,2
5,9242.38,131,-0.58444,5
13,5592.71,30,-0.10625,4
20,5175.09,56,0.2889,5
19,1551.56,14,0.01451,2
16,3426.08,160,0.32466,5
3,5557.93,120,0.0365,3
20,566.68,53,0.05951,3
20,3563.9,38,0.10088,4
12,4507.29,28,0.21026,5
9,7943.33,10,0.02111,2
18,2995.47,90,0.02641,2
11,685.84,37,0.14679,4
19,2301.77,40,0.02436,2
20,2356.16,64,0.30991,5
9,8139.82,64,0.18458,5
11,2578.29,47,0.0402,3
9,3367.46,180,-0.08155,4
10,6941.25,130,0.76133,5
15,5596.94,103,0.02568,2
12,6275.16,83,0.08301,4
4,675.2,156,0.57895,5
18,632.96,153,0.08583,4
14,1563.72,162,0.13081,4
17,7949.11,126,0.20053,5
5,9685.49,125,0.55751,5
1,1113.99,73,0.10631,4
19,7208.49,116,0.1374,4
1,6935.81,94,-0.70716,5
18,6244.95,155,0.18555,5
14,4424.5,113,0.38548,5
17,4579.51,130,-0.11047,4
14,5554.17,120,0.07268,4
19,1641.2,112,0.19757,5
16,6036.17,133,0.37357,5
19,6298.09,133,-0.26129,5
12,7603.4,156,-0.70053,5
16,2136.48,132,0.36199,5
8,8204.35,170,0.23606,5
20,9912.77,98,0.22314,5
11,4460.26,176,-0.06915,3
14,4063.25,61,-0.02014,2
5,4368.02,142,1.46955,5
7,3185.9,54,-0.04214,3
6,9811.97,35,0.04874,3
7,6518.09,153,0.34181,5
7,7840.29,11,-0.03159,3
13,7508.16,155,0.22581,5
8,9856.67,10,0.05499,3
8,6092.44,19,0.06179,3
2,7460.93,107,0.14477,4
8,8356.18,157,-0.0628,3
4,7163.38,6,-0.03754,3
2,8719.83,76,0.17564,5
12,3030.84,175,-0.29142,5
16,1920.27,145,-0.07627,4
16,9130.44,91,0.12544,4
1,1975.83,51,0.285,5
20,5747.76,35,0.13925,4
5,3919.36,146,1.41885,5
7,8696.75,72,0.2518,5
9,4721.81,94,-0.22522,5
12,2411.58,6,0.07109,4
11,8208.18,100,-0.06882,3
11,5501.55,110,-0.33433,5
12,4118.18,178,0.24572,5
14,5819.27,145,0.25455,5
4,2926.83,165,0.3206,5
8,3819.63,124,-0.011,2
6,5237.15,7,0.07792,4
8,6274.28,126,0.09746,4
7,6760.12,106,-0.25245,5
10,9025.21,6,-0.15172,5
9,8823.94,108,0.08915,4
13,3427.01,28,0.16062,5
16,1113.2,140,0.2754,5
13,2800.69,91,-0.61266,5
11,4951.11,107,0.36537,5
11,8418.06,98,-0.51383,5
2,6546.1,6,-0.0343,3
19,972.66,124,-0.17279,5
10,5253.32,87,-0.58552,5
18,2183.91,113,-0.13325,4
19,1296.86,135,0.00953,1
9,8080.9,9,-0.09907,4
2,4864.55,18,0.06093,3
7,5843.03,103,-0.39837,5
11,1398.72,92,0.27508,5
12,647.84,23,-0.07972,4
2,2494.86,170,0.1364,4
5,6695.2,127,0.07188,4
1,5403.4,5,0.01728,2
13,708.09,161,-0.04857,3
5,3821.63,163,-0.06698,3
18,9841.59,90,0.16615,5
2,6518.13,22,0.12865,4
10,4150.11,105,-0.69585,5
12,5079.34,152,0.2681,5
12,9406.84,74,0.16257,5
9,2209.9,127,0.09261,4
14,8741.6,24,-0.00586,1
1,6761.34,174,0.27172,5
15,600.85,176,0.32613,5
18,6944.95,24,-0.04275,3
20,6945.16,73,-0.25394,5
9,8816.09,93,-0.05533,3
13,1684.41,34,-0.12626,4
13,2211.25,29,-0.1435,4
17,1064.1,178,0.32951,5
6,4173.02,85,0.32976,5
7,4230.26,98,-0.38135,5
16,8222.3,5,-0.02995,2
5,3724.46,133,-0.27329,5
19,1562.18,153,0.30975,5
3,3203.33,161,0.20077,5
12,9903.99,28,0.38616,5
10,9038.08,100,0.55211,5
1,5839.21,111,-0.14119,4
18,2143.5,9,-0.01656,2
20,6975.83,29,-0.10478,4
10,6142.46,111,-0.92931,5
16,5957.51,179,0.11276,4
20,5503.77,177,0.07716,4
20,5515.33,147,0.06724,3
5,8436.58,136,0.80551,5
13,9174.11,156,-0.18208,5
10,6045.54,52,-0.39111,5
2,9918.11,12,0.09491,4
4,6128.49,11,0.04541,3
13,3916.42,36,-0.06912,3
1,1521.5,172,-0.32135,5
7,7693.69,50,0.463,5
19,831.89,129,-0.10755,4
17,2427.65,44,0.18376,5
11,1471.78,45,-0.13734,4
4,2531.57,40,0.25922,5
16,9088.2,151,0.14354,4
8,4133.41,65,0.17201,5
19,3643.42,172,-0.11904,4
15,2762.09,60,0.14647,4
18,1800.45,42,0.072,4
9,2379.61,132,0.38719,5
4,4339.58,109,-0.01088,2
18,5790.91,134,0.21297,5
3,7569.77,106,0.19025,5
2,1514.8,81,0.12608,4
3,8834.82,54,-0.04694,3
10,4561.14,149,0.2713,5
13,5518.27,179,0.10306,4
4,9508.09,119,0.37551,5
12,6415.39,38,0.02668,2
20,7399.47,87,0.30971,5
8,1641.28,41,0.00194,1
9,9711.87,101,0.49924,5
3,7122.47,71,0.09102,4
8,2790.75,77,0.03191,3
20,2785.55,160,0.43662,5
17,6457.17,93,0.0624,3
5,5280.82,180,-1.11349,5
18,2620.14,63,0.03847,3
2,9339.61,59,-0.18616,5
17,1670.11,125,0.20314,5
7,9300.91,157,-0.83605,5
8,914.43,61,0.06259,3
3,4592.15,137,-0.08148,4
18,4676.78,121,0.18568,5
17,2631.88,38,-0.04732,3
16,9506.19,162,0.21263,5
13,6029.04,145,0.07098,4
15,1410.27,13,0.09306,4
10,9771.02,163,-0.85282,5
3,4778.63,168,0.01513,2
7,7547.36,146,0.42375,5
15,4797.18,90,0.31104,5
18,9760.28,27,0.0539,3
11,6540.21,45,-0.02818,2
17,3597.47,168,0.29058,5
12,6369.33,90,0.33633,5
2,4884.88,150,0.07561,4
18,595.06,31,0.01258,2
11,5911.05,35,-0.32737,5
14,5730.76,26,0.05516,3
10,8789.53,135,1.06398,5
19,8735.77,96,-0.15499,5
4,2566.03,9,0.00549,1
10,2682.07,109,-0.23563,5
9,8902.63,130,0.24852,5
11,6945.78,10,-0.00961,1
9,5150.06,21,0.00165,1
8,6288.42,156,0.16228,5
1,2623.19,24,0.33446,5
3,5020.56,144,0.4067,5
2,9099.54,90,-0.11082,4
12,5462.5,163,-0.38575,5
17,8511.36,166,0.44397,5
17,6350.28,105,0.03662,3
3,7194.65,140,0.2863,5
8,9804.28,131,0.1776,5
15,5732.58,168,0.31442,5
15,6950.74,50,-0.03357,3
20,8708.4,160,0.43075,5
11,8619.27,73,-0.27057,5
15,590.15,63,-0.01367,2
11,7922.21,10,-0.08006,4
20,5095.91,139,0.18232,5
19,5674.75,147,0.04087,3
11,7192.74,141,0.2314,5
19,2972.51,139,-0.05771,3
5,7343.09,166,0.8648,5
18,9971.9,164,0.0191,2
7,4707.72,128,1.09498,5
15,1469.16,35,-0.02286,2
9,3792.2,119,0.44575,5
6,9748.57,105,0.17523,5
9,938.71,75,0.14453,4
8,1386.38,130,-0.15397,5
20,8363.26,32,0.12318,4
4,3683.99,95,0.35087,5
3,5181.68,100,0.2396,5
13,5773.81,51,0.01177,2
12,9342.39,137,0.18052,5
2,9148.69,71,0.35129,5
19,5733.51,94,-0.00276,1
8,2546.47,161,-0.0113,2
8,4387.29,131,0.21101,5
2,3673.76,46,-0.14914,4
1,9503.32,107,0.08055,4
14,9600.8,28,-0.11244,4
11,9312.66,88,0.39338,5
16,9436.98,44,-0.00312,1
13,6026.73,53,-0.04028,3
6,7058.44,56,0.41302,5
19,8381.46,130,0.36858,5
12,5945.11,93,0.48157,5
18,4800.87,112,0.06739,3
17,2123.13,26,-0.04176,3
15,4579.32,146,0.2896,5
16,1608.6,32,0.08523,4
9,1504.37,148,0.05758,3
8,9804.93,117,0.03336,3
3,5232.1,6,-0.08644,4
12,4055.45,51,-0.08153,4
12,1061.3,110,-0.07061,4
13,7841.77,19,0.10461,4
12,7286.78,114,0.28759,5
6,2819.32,44,0.18121,5
5,4707.21,45,0.17415,5
19,585.75,65,-0.10929,4
8,3905.61,157,0.27604,5
4,3532.82,63,0.18788,5
17,3673.5,148,0.35035,5
9,4750.83,120,0.39119,5
7,3336.19,88,0.30138,5
14,6882.97,166,-0.10159,4
4,4078.58,138,0.20849,5
5,2590.16,115,-0.60002,5
8,5898.25,41,-0.03994,3
15,982.94,129,0.40978,5
16,9967.13,47,-0.00211,1
18,667.15,160,0.16765,5
11,6751.7,173,-0.29121,5
2,2201.92,169,-0.12517,4
9,6490.2,132,0.07625,4
5,8063.71,87,-1.13295,5
15,3492.47,5,-0.00921,1
18,5567.31,12,-0.01564,2
7,2126.37,83,0.8113,5
10,3767.61,118,1.76228,5
5,9685.48,83,0.19886,5
19,7551.48,79,0.05247,3
13,3426.7,95,-0.20027,5
12,1516.34,94,0.52243,5
1,7784.12,55,0.38869,5
11,4046.39,149,-0.20595,5
15,1688.54,176,0.063,3
10,8101.14,156,0.00563,1
20,4578.76,119,0.22684,5
15,9806.69,167,0.09187,4
6,2772.87,143,-0.53056,5
4,3932.1,158,0.60049,5
2,6820.68,59,0.03313,3
5,1215.74,168,-1.8405,5
15,3655.92,121,0.09574,4
7,2650.67,131,-0.15304,5
14,3673.63,139,0.09019,4
12,928.15,22,-0.0942,4
14,4863.85,83,0.06415,3
3,6565.15,42,-0.02325,2
1,6585.04,81,-0.31319,5
10,5884.84,138,0.50356,5
5,1201.2,16,-0.0442,3
15,7663.05,31,0.16325,5
11,6344.92,148,0.09342,4
18,943.05,27,-0.01923,2
19,4341.35,108,0.18669,5
16,9315.87,67,-0.01437,2
15,2019.27,180,0.21456,5
15,7675.5,131,0.25683,5
16,8137.7,105,0.18446,5
14,1174.01,60,0.08825,4
15,4161.26,157,0.13704,4
2,9340.03,98,0.16299,5
16,4381.21,76,0.18797,5
1,6677.3,87,0.04088,3
15,3256.39,83,0.06913,3
13,4576.17,137,1.18406,5
6,4917.83,100,0.12923,4
18,2191.47,58,-0.03838,3
20,5182.0,107,0.34018,5
16,4885.74,73,0.0848,4
2,620.75,41,-0.03826,3
1,4966.37,103,-0.77541,5
20,3425.27,72,0.15284,5
7,9833.3,69,0.45042,5
9,1047.68,116,0.55301,5
18,7032.75,39,0.08747,4
20,1460.31,126,0.30697,5
7,983.19,90,0.7091,5
18,8096.79,67,0.14723,4
19,5375.25,107,0.04755,3
3,5646.15,49,-0.00152,1
17,2284.51,98,0.30297,5
19,5387.27,159,0.19391,5
4,546.35,148,0.26386,5
13,2749.7,87,-0.45249,5
10,5394.87,42,-0.81294,5
15,8235.08,152,0.15125,5
2,2064.0,175,0.17353,5
2,9290.48,125,0.37504,5
19,9629.82,20,0.11358,4
3,9216.76,100,-0.03833,3
3,3332.73,132,0.04567,3
17,7000.06,113,0.58273,5
10,1691.13,101,0.4966,5
8,3500.06,110,-0.25276,5
17,9180.76,159,0.11725,4
17,4250.21,66,0.34405,5
6,1664.66,123,0.15262,5
13,4493.44,85,0.35201,5
2,1445.55,11,-0.00435,1
7,8655.68,33,0.11208,4
11,5305.28,95,-0.53925,5
18,8260.78,80,0.08178,4
5,6409.78,74,0.65454,5
13,5626.2,100,0.20229,5
2,3252.0,98,0.19798,5
19,5551.0,9,0.01433,2
20,4493.78,21,0.05231,3
16,4373.06,6,-0.00542,1
10,2460.98,62,0.07192,4
17,692.7,95,-0.18668,5
13,9637.25,89,0.04306,3
15,1807.87,145,0.201,5
14,7370.57,90,-0.05459,3
1,8780.41,85,0.18915,5
2,1924.93,12,-0.01783,2
2,5492.32,151,0.00779,1
13,1807.47,22,0.08174,4
6,4407.54,163,-0.16033,5
20,6069.59,9,-0.01463,2
9,4299.86,112,-0.13833,4
10,3421.14,87,-0.16861,5
6,9895.88,125,0.13264,4
17,6348.23,31,0.04373,3
10,3979.72,13,0.18602,5
8,9878.31,140,0.23559,5
14,6338.74,175,0.23196,5
9,3843.68,31,-0.29312,5
12,8044.52,169,0.07006,4
5,9070.89,16,-0.00332,1
2,2433.38,6,-0.10186,4
12,6152.53,97,0.10096,4
12,2883.57,166,-0.25345,5
1,6560.82,141,0.25041,5
3,5394.5,154,0.15039,5
11,8653.08,60,0.24277,5
3,4997.23,21,-0.04613,3
10,9636.82,155,-1.10394,5
10,5261.87,56,0.20682,5
4,3123.57,146,0.2703,5
4,9188.27,155,-0.13299,4
11,4318.48,135,0.03692,3
4,4852.42,12,-0.0343,3
13,513.45,165,0.87231,5
6,1361.93,52,0.50173,5
15,3076.69,95,0.10632,4
1,6285.21,163,-0.07385,4
16,9448.27,102,0.11625,4
4,5485.91,65,-0.08775,4
12,9449.44,166,0.35301,5
5,4069.6,12,0.18621,5
16,6401.88,53,-0.11873,4
16,5277.07,145,0.17544,5
9,5630.85,122,0.19612,5
14,2948.06,124,0.09265,4
12,4076.59,120,-0.52488,5
19,1914.7,155,0.13039,4
17,839.39,117,0.13681,4
3,1382.09,97,0.22985,5
17,1976.74,107,0.43812,5
18,5552.79,36,0.08912,4
7,9565.66,22,0.47789,5
13,4010.09,147,0.02065,2
4,1386.71,71,-0.07955,4
7,7904.09,144,0.24876,5
2,7720.07,178,0.28225,5
1,5940.13,27,0.27607,5
1,2880.13,65,0.3981,5
10,2232.62,33,0.21586,5
11,5496.74,47,0.26574,5
8,4127.83,114,0.21752,5
15,8396.48,117,0.24456,5
1,9207.35,41,0.43778,5
16,5150.73,67,0.00348,1
3,8734.25,5,-0.00659,1
16,7644.97,53,0.16317,5
3,4666.77,73,0.03071,3
11,1272.19,51,0.14144,4
19,3667.53,148,0.63823,5
15,4407.24,106,0.21906,5
15,7382.07,127,0.09581,4
5,5292.06,99,0.32068,5
17,2733.37,9,-0.02115,2
3,6592.82,122,0.3234,5
11,4446.86,8,-0.03771,3
8,3570.75,51,0.09996,4
1,9878.66,175,-0.38924,5
18,1705.53,176,0.05531,3
4,4263.1,114,-0.147,4
7,1229.68,20,0.00795,1
2,5659.63,54,0.18471,5
8,2177.92,175,0.37062,5
16,1316.18,164,-0.00755,1
4,4015.11,51,0.27907,5
17,5161.12,93,-0.0548,3
14,6705.39,135,0.2353,5
2,9578.76,53,-0.10222,4
19,9000.9,125,0.49883,5
13,7850.82,9,-0.02787,2
7,8220.66,168,0.97704,5
4,3753.5,170,0.72328,5
16,3301.26,40,-0.04147,3
10,9788.55,158,1.03339,5
1,3808.26,14,0.20318,5
15,2246.39,164,0.04409,3
12,626.26,119,0.02025,2
17,5334.86,177,0.42545,5
4,8071.89,55,0.18155,5
7,7409.99,76,0.3822,5
13,2661.15,77,-0.14167,4
15,9178.43,113,0.01962,2
12,5070.11,152,-0.26029,5
3,8450.24,64,-0.03192,3
6,557.77,54,-0.15446,5
15,3745.96,6,-0.00845,1
14,4983.87,22,0.12775,4
5,2937.5,171,0.93451,5
19,7667.95,151,0.15803,5
4,7835.87,42,-0.22452,5
17,8527.25,63,0.02024,2
13,2880.28,128,0.21743,5
13,1399.45,95,0.56687,5
11,7396.03,104,0.15802,5
3,7170.28,22,0.09906,4
10,849.59,32,-0.14665,4
11,9867.66,59,0.23627,5
17,2291.53,138,0.01193,2
19,5612.51,47,0.06056,3
17,2081.71,103,0.10127,4
4,1592.33,127,0.16614,5
6,1963.67,85,-0.2342,5
5,6963.34,114,0.0768,4
9,1209.13,99,0.02184,2
7,9179.05,85,-0.18958,5
20,6024.39,140,0.53904,5
10,4808.76,136,-0.66336,5
4,2252.92,151,0.39928,5
16,1650.51,65,0.01625,2
20,4390.86,134,0.15269,5
3,6598.06,168,0.13963,4
10,5483.31,84,0.78524,5
3,5835.2,40,0.24974,5
9,7475.03,11,0.01998,2
12,6141.2,81,0.01659,2
2,2553.5,97,0.18365,5
18,7158.62,123,0.26114,5
3,9152.53,77,-0.05557,3
15,7924.44,5,-0.00565,1
3,8534.87,167,0.15024,5
12,6556.7,59,-0.16652,5
16,3590.5,25,0.04389,3
9,5711.29,16,-0.02952,2
18,6688.21,139,-0.07004,4
6,8618.85,167,0.93831,5
3,5176.63,108,0.2092,5
15,9905.97,9,-0.00827,1
12,5309.15,34,-0.04953,3
11,1899.73,27,-0.00961,1
4,577.2,106,0.38943,5
10,5634.78,84,-0.12992,4
14,672.72,105,-0.00494,1
2,8759.98,141,0.01919,2
7,3421.1,24,0.06561,3
12,7525.27,153,0.24939,5
4,7124.09,28,-0.01066,2
15,4298.4,140,0.0976,4
3,9462.92,13,-0.02926,2
13,7424.06,137,-0.31781,5
13,6770.69,119,0.10879,4
12,7158.78,14,0.06269,3
2,1406.36,128,-0.13052,4
9,8774.82,134,0.35419,5
5,6234.78,37,0.07084,4
5,2289.32,124,2.08504,5
4,4601.48,109,0.41697,5
12,7354.63,172,0.31669,5
19,8570.46,54,-0.20681,5
8,5281.15,5,-0.03158,3
6,5975.58,86,-0.07695,4
5,6508.04,162,-1.05638,5
2,4898.64,169,0.46477,5
5,7071.99,116,0.35866,5
16,8578.37,133,0.13579,4
1,1354.34,52,-0.26604,5
17,7333.59,11,-0.05695,3
2,2087.08,100,0.28266,5
19,5809.63,74,0.14385,4
9,983.58,56,-0.22201,5
20,7822.71,67,-0.16118,5
14,3704.01,57,-0.08666,4
15,2805.8,19,-0.03152,3
14,7819.82,88,0.09368,4
11,1969.9,21,0.04679,3
4,5074.93,57,-0.33692,5
20,6163.29,68,0.10516,4
3,8501.11,130,-0.02621,2
12,8850.66,32,0.30519,5
10,5290.69,172,-0.72989,5
17,4058.83,72,0.1725,5
3,5804.27,170,0.39643,5
10,3998.49,100,0.51274,5
8,4583.88,148,0.43501,5
4,6511.71,51,0.03105,3
18,9528.88,94,0.1101,4
19,8224.61,44,-0.07196,4
7,7957.39,25,-0.12009,4
2,8119.1,150,-0.48953,5
18,1220.38,50,0.03547,3
